,filepath,writer,label
1158,full_forg\forgeries_54_15.png,54_15,1
1159,full_forg\forgeries_54_16.png,54_16,1
1160,full_forg\forgeries_54_17.png,54_17,1
1161,full_forg\forgeries_54_18.png,54_18,1
1162,full_forg\forgeries_54_19.png,54_19,1
1163,full_forg\forgeries_54_2.png,54_2,1
1164,full_forg\forgeries_54_20.png,54_20,1
1165,full_forg\forgeries_54_21.png,54_21,1
1166,full_forg\forgeries_54_22.png,54_22,1
1167,full_forg\forgeries_54_23.png,54_23,1
1168,full_forg\forgeries_54_24.png,54_24,1
1169,full_forg\forgeries_54_3.png,54_3,1
1170,full_forg\forgeries_54_4.png,54_4,1
1171,full_forg\forgeries_54_5.png,54_5,1
1172,full_forg\forgeries_54_6.png,54_6,1
1173,full_forg\forgeries_54_7.png,54_7,1
1174,full_forg\forgeries_54_8.png,54_8,1
1175,full_forg\forgeries_54_9.png,54_9,1
1176,full_forg\forgeries_55_1.png,55_1,1
1177,full_forg\forgeries_55_10.png,55_10,1
1178,full_forg\forgeries_55_11.png,55_11,1
1179,full_forg\forgeries_55_12.png,55_12,1
1180,full_forg\forgeries_55_13.png,55_13,1
1181,full_forg\forgeries_55_14.png,55_14,1
1182,full_forg\forgeries_55_15.png,55_15,1
1183,full_forg\forgeries_55_16.png,55_16,1
1184,full_forg\forgeries_55_17.png,55_17,1
1185,full_forg\forgeries_55_18.png,55_18,1
1186,full_forg\forgeries_55_19.png,55_19,1
1187,full_forg\forgeries_55_2.png,55_2,1
1188,full_forg\forgeries_55_20.png,55_20,1
1189,full_forg\forgeries_55_21.png,55_21,1
1190,full_forg\forgeries_55_22.png,55_22,1
1191,full_forg\forgeries_55_23.png,55_23,1
1192,full_forg\forgeries_55_24.png,55_24,1
1193,full_forg\forgeries_55_3.png,55_3,1
1194,full_forg\forgeries_55_4.png,55_4,1
1195,full_forg\forgeries_55_5.png,55_5,1
1196,full_forg\forgeries_55_6.png,55_6,1
1197,full_forg\forgeries_55_7.png,55_7,1
1198,full_forg\forgeries_55_8.png,55_8,1
1199,full_forg\forgeries_55_9.png,55_9,1
1200,full_forg\forgeries_5_1.png,5_1,1
1201,full_forg\forgeries_5_10.png,5_10,1
1202,full_forg\forgeries_5_11.png,5_11,1
1203,full_forg\forgeries_5_12.png,5_12,1
1204,full_forg\forgeries_5_13.png,5_13,1
1205,full_forg\forgeries_5_14.png,5_14,1
1206,full_forg\forgeries_5_15.png,5_15,1
1207,full_forg\forgeries_5_16.png,5_16,1
1208,full_forg\forgeries_5_17.png,5_17,1
1209,full_forg\forgeries_5_18.png,5_18,1
1210,full_forg\forgeries_5_19.png,5_19,1
1211,full_forg\forgeries_5_2.png,5_2,1
1212,full_forg\forgeries_5_20.png,5_20,1
1213,full_forg\forgeries_5_21.png,5_21,1
1214,full_forg\forgeries_5_22.png,5_22,1
1215,full_forg\forgeries_5_23.png,5_23,1
1216,full_forg\forgeries_5_24.png,5_24,1
1217,full_forg\forgeries_5_3.png,5_3,1
1218,full_forg\forgeries_5_4.png,5_4,1
1219,full_forg\forgeries_5_5.png,5_5,1
1220,full_forg\forgeries_5_6.png,5_6,1
1221,full_forg\forgeries_5_7.png,5_7,1
1222,full_forg\forgeries_5_8.png,5_8,1
1223,full_forg\forgeries_5_9.png,5_9,1
1224,full_forg\forgeries_6_1.png,6_1,1
1225,full_forg\forgeries_6_10.png,6_10,1
1226,full_forg\forgeries_6_11.png,6_11,1
1227,full_forg\forgeries_6_12.png,6_12,1
1228,full_forg\forgeries_6_13.png,6_13,1
1229,full_forg\forgeries_6_14.png,6_14,1
1230,full_forg\forgeries_6_15.png,6_15,1
1231,full_forg\forgeries_6_16.png,6_16,1
1232,full_forg\forgeries_6_17.png,6_17,1
1233,full_forg\forgeries_6_18.png,6_18,1
1234,full_forg\forgeries_6_19.png,6_19,1
1235,full_forg\forgeries_6_2.png,6_2,1
1236,full_forg\forgeries_6_20.png,6_20,1
1237,full_forg\forgeries_6_21.png,6_21,1
1238,full_forg\forgeries_6_22.png,6_22,1
1239,full_forg\forgeries_6_23.png,6_23,1
1240,full_forg\forgeries_6_24.png,6_24,1
1241,full_forg\forgeries_6_3.png,6_3,1
1242,full_forg\forgeries_6_4.png,6_4,1
1243,full_forg\forgeries_6_5.png,6_5,1
1244,full_forg\forgeries_6_6.png,6_6,1
1245,full_forg\forgeries_6_7.png,6_7,1
1246,full_forg\forgeries_6_8.png,6_8,1
1247,full_forg\forgeries_6_9.png,6_9,1
1248,full_forg\forgeries_7_1.png,7_1,1
1249,full_forg\forgeries_7_10.png,7_10,1
1250,full_forg\forgeries_7_11.png,7_11,1
1251,full_forg\forgeries_7_12.png,7_12,1
1252,full_forg\forgeries_7_13.png,7_13,1
1253,full_forg\forgeries_7_14.png,7_14,1
1254,full_forg\forgeries_7_15.png,7_15,1
1255,full_forg\forgeries_7_16.png,7_16,1
1256,full_forg\forgeries_7_17.png,7_17,1
1257,full_forg\forgeries_7_18.png,7_18,1
1258,full_forg\forgeries_7_19.png,7_19,1
1259,full_forg\forgeries_7_2.png,7_2,1
1260,full_forg\forgeries_7_20.png,7_20,1
1261,full_forg\forgeries_7_21.png,7_21,1
1262,full_forg\forgeries_7_22.png,7_22,1
1263,full_forg\forgeries_7_23.png,7_23,1
1264,full_forg\forgeries_7_24.png,7_24,1
1265,full_forg\forgeries_7_3.png,7_3,1
1266,full_forg\forgeries_7_4.png,7_4,1
1267,full_forg\forgeries_7_5.png,7_5,1
1268,full_forg\forgeries_7_6.png,7_6,1
1269,full_forg\forgeries_7_7.png,7_7,1
1270,full_forg\forgeries_7_8.png,7_8,1
1271,full_forg\forgeries_7_9.png,7_9,1
1272,full_forg\forgeries_8_1.png,8_1,1
1273,full_forg\forgeries_8_10.png,8_10,1
1274,full_forg\forgeries_8_11.png,8_11,1
1275,full_forg\forgeries_8_12.png,8_12,1
1276,full_forg\forgeries_8_13.png,8_13,1
1277,full_forg\forgeries_8_14.png,8_14,1
1278,full_forg\forgeries_8_15.png,8_15,1
1279,full_forg\forgeries_8_16.png,8_16,1
1280,full_forg\forgeries_8_17.png,8_17,1
1281,full_forg\forgeries_8_18.png,8_18,1
1282,full_forg\forgeries_8_19.png,8_19,1
1283,full_forg\forgeries_8_2.png,8_2,1
1284,full_forg\forgeries_8_20.png,8_20,1
1285,full_forg\forgeries_8_21.png,8_21,1
1286,full_forg\forgeries_8_22.png,8_22,1
1287,full_forg\forgeries_8_23.png,8_23,1
1288,full_forg\forgeries_8_24.png,8_24,1
1289,full_forg\forgeries_8_3.png,8_3,1
1290,full_forg\forgeries_8_4.png,8_4,1
1291,full_forg\forgeries_8_5.png,8_5,1
1292,full_forg\forgeries_8_6.png,8_6,1
1293,full_forg\forgeries_8_7.png,8_7,1
1294,full_forg\forgeries_8_8.png,8_8,1
1295,full_forg\forgeries_8_9.png,8_9,1
1296,full_forg\forgeries_9_1.png,9_1,1
1297,full_forg\forgeries_9_10.png,9_10,1
1298,full_forg\forgeries_9_11.png,9_11,1
1299,full_forg\forgeries_9_12.png,9_12,1
1300,full_forg\forgeries_9_13.png,9_13,1
1301,full_forg\forgeries_9_14.png,9_14,1
1302,full_forg\forgeries_9_15.png,9_15,1
1303,full_forg\forgeries_9_16.png,9_16,1
1304,full_forg\forgeries_9_17.png,9_17,1
1305,full_forg\forgeries_9_18.png,9_18,1
1306,full_forg\forgeries_9_19.png,9_19,1
1307,full_forg\forgeries_9_2.png,9_2,1
1308,full_forg\forgeries_9_20.png,9_20,1
1309,full_forg\forgeries_9_21.png,9_21,1
1310,full_forg\forgeries_9_22.png,9_22,1
1311,full_forg\forgeries_9_23.png,9_23,1
1312,full_forg\forgeries_9_24.png,9_24,1
1313,full_forg\forgeries_9_3.png,9_3,1
1314,full_forg\forgeries_9_4.png,9_4,1
1315,full_forg\forgeries_9_5.png,9_5,1
1316,full_forg\forgeries_9_6.png,9_6,1
1317,full_forg\forgeries_9_7.png,9_7,1
1318,full_forg\forgeries_9_8.png,9_8,1
1319,full_forg\forgeries_9_9.png,9_9,1
1320,full_org\original_10_1.png,10_1,0
1321,full_org\original_10_10.png,10_10,0
1322,full_org\original_10_11.png,10_11,0
1323,full_org\original_10_12.png,10_12,0
1324,full_org\original_10_13.png,10_13,0
1325,full_org\original_10_14.png,10_14,0
1326,full_org\original_10_15.png,10_15,0
1327,full_org\original_10_16.png,10_16,0
1328,full_org\original_10_17.png,10_17,0
1329,full_org\original_10_18.png,10_18,0
1330,full_org\original_10_19.png,10_19,0
1331,full_org\original_10_2.png,10_2,0
1332,full_org\original_10_20.png,10_20,0
1333,full_org\original_10_21.png,10_21,0
1334,full_org\original_10_22.png,10_22,0
1335,full_org\original_10_23.png,10_23,0
1336,full_org\original_10_24.png,10_24,0
1337,full_org\original_10_3.png,10_3,0
1338,full_org\original_10_4.png,10_4,0
1339,full_org\original_10_5.png,10_5,0
1340,full_org\original_10_6.png,10_6,0
1341,full_org\original_10_7.png,10_7,0
1342,full_org\original_10_8.png,10_8,0
1343,full_org\original_10_9.png,10_9,0
1344,full_org\original_11_1.png,11_1,0
1345,full_org\original_11_10.png,11_10,0
1346,full_org\original_11_11.png,11_11,0
1347,full_org\original_11_12.png,11_12,0
1348,full_org\original_11_13.png,11_13,0
1349,full_org\original_11_14.png,11_14,0
1350,full_org\original_11_15.png,11_15,0
1351,full_org\original_11_16.png,11_16,0
1352,full_org\original_11_17.png,11_17,0
1353,full_org\original_11_18.png,11_18,0
1354,full_org\original_11_19.png,11_19,0
1355,full_org\original_11_2.png,11_2,0
1356,full_org\original_11_20.png,11_20,0
1357,full_org\original_11_21.png,11_21,0
1358,full_org\original_11_22.png,11_22,0
1359,full_org\original_11_23.png,11_23,0
1360,full_org\original_11_24.png,11_24,0
1361,full_org\original_11_3.png,11_3,0
1362,full_org\original_11_4.png,11_4,0
1363,full_org\original_11_5.png,11_5,0
1364,full_org\original_11_6.png,11_6,0
1365,full_org\original_11_7.png,11_7,0
1366,full_org\original_11_8.png,11_8,0
1367,full_org\original_11_9.png,11_9,0
1368,full_org\original_12_1.png,12_1,0
1369,full_org\original_12_10.png,12_10,0
1370,full_org\original_12_11.png,12_11,0
1371,full_org\original_12_12.png,12_12,0
1372,full_org\original_12_13.png,12_13,0
1373,full_org\original_12_14.png,12_14,0
1374,full_org\original_12_15.png,12_15,0
1375,full_org\original_12_16.png,12_16,0
1376,full_org\original_12_17.png,12_17,0
1377,full_org\original_12_18.png,12_18,0
1378,full_org\original_12_19.png,12_19,0
1379,full_org\original_12_2.png,12_2,0
1380,full_org\original_12_20.png,12_20,0
1381,full_org\original_12_21.png,12_21,0
1382,full_org\original_12_22.png,12_22,0
1383,full_org\original_12_23.png,12_23,0
1384,full_org\original_12_24.png,12_24,0
1385,full_org\original_12_3.png,12_3,0
1386,full_org\original_12_4.png,12_4,0
1387,full_org\original_12_5.png,12_5,0
1388,full_org\original_12_6.png,12_6,0
1389,full_org\original_12_7.png,12_7,0
1390,full_org\original_12_8.png,12_8,0
1391,full_org\original_12_9.png,12_9,0
1392,full_org\original_13_1.png,13_1,0
1393,full_org\original_13_10.png,13_10,0
1394,full_org\original_13_11.png,13_11,0
1395,full_org\original_13_12.png,13_12,0
1396,full_org\original_13_13.png,13_13,0
1397,full_org\original_13_14.png,13_14,0
1398,full_org\original_13_15.png,13_15,0
1399,full_org\original_13_16.png,13_16,0
1400,full_org\original_13_17.png,13_17,0
1401,full_org\original_13_18.png,13_18,0
1402,full_org\original_13_19.png,13_19,0
1403,full_org\original_13_2.png,13_2,0
1404,full_org\original_13_20.png,13_20,0
1405,full_org\original_13_21.png,13_21,0
1406,full_org\original_13_22.png,13_22,0
1407,full_org\original_13_23.png,13_23,0
1408,full_org\original_13_24.png,13_24,0
1409,full_org\original_13_3.png,13_3,0
1410,full_org\original_13_4.png,13_4,0
1411,full_org\original_13_5.png,13_5,0
1412,full_org\original_13_6.png,13_6,0
1413,full_org\original_13_7.png,13_7,0
1414,full_org\original_13_8.png,13_8,0
1415,full_org\original_13_9.png,13_9,0
1416,full_org\original_14_1.png,14_1,0
1417,full_org\original_14_10.png,14_10,0
1418,full_org\original_14_11.png,14_11,0
1419,full_org\original_14_12.png,14_12,0
1420,full_org\original_14_13.png,14_13,0
1421,full_org\original_14_14.png,14_14,0
1422,full_org\original_14_15.png,14_15,0
1423,full_org\original_14_16.png,14_16,0
1424,full_org\original_14_17.png,14_17,0
1425,full_org\original_14_18.png,14_18,0
1426,full_org\original_14_19.png,14_19,0
1427,full_org\original_14_2.png,14_2,0
1428,full_org\original_14_20.png,14_20,0
1429,full_org\original_14_21.png,14_21,0
1430,full_org\original_14_22.png,14_22,0
1431,full_org\original_14_23.png,14_23,0
1432,full_org\original_14_24.png,14_24,0
1433,full_org\original_14_3.png,14_3,0
1434,full_org\original_14_4.png,14_4,0
1435,full_org\original_14_5.png,14_5,0
1436,full_org\original_14_6.png,14_6,0
1437,full_org\original_14_7.png,14_7,0
1438,full_org\original_14_8.png,14_8,0
1439,full_org\original_14_9.png,14_9,0
1440,full_org\original_15_1.png,15_1,0
1441,full_org\original_15_10.png,15_10,0
1442,full_org\original_15_11.png,15_11,0
1443,full_org\original_15_12.png,15_12,0
1444,full_org\original_15_13.png,15_13,0
1445,full_org\original_15_14.png,15_14,0
1446,full_org\original_15_15.png,15_15,0
1447,full_org\original_15_16.png,15_16,0
1448,full_org\original_15_17.png,15_17,0
1449,full_org\original_15_18.png,15_18,0
1450,full_org\original_15_19.png,15_19,0
1451,full_org\original_15_2.png,15_2,0
1452,full_org\original_15_20.png,15_20,0
1453,full_org\original_15_21.png,15_21,0
1454,full_org\original_15_22.png,15_22,0
1455,full_org\original_15_23.png,15_23,0
1456,full_org\original_15_24.png,15_24,0
1457,full_org\original_15_3.png,15_3,0
1458,full_org\original_15_4.png,15_4,0
1459,full_org\original_15_5.png,15_5,0
1460,full_org\original_15_6.png,15_6,0
1461,full_org\original_15_7.png,15_7,0
1462,full_org\original_15_8.png,15_8,0
1463,full_org\original_15_9.png,15_9,0
1464,full_org\original_16_1.png,16_1,0
1465,full_org\original_16_10.png,16_10,0
1466,full_org\original_16_11.png,16_11,0
1467,full_org\original_16_12.png,16_12,0
1468,full_org\original_16_13.png,16_13,0
1469,full_org\original_16_14.png,16_14,0
1470,full_org\original_16_15.png,16_15,0
1471,full_org\original_16_16.png,16_16,0
1472,full_org\original_16_17.png,16_17,0
1473,full_org\original_16_18.png,16_18,0
1474,full_org\original_16_19.png,16_19,0
1475,full_org\original_16_2.png,16_2,0
1476,full_org\original_16_20.png,16_20,0
1477,full_org\original_16_21.png,16_21,0
1478,full_org\original_16_22.png,16_22,0
1479,full_org\original_16_23.png,16_23,0
1480,full_org\original_16_24.png,16_24,0
1481,full_org\original_16_3.png,16_3,0
1482,full_org\original_16_4.png,16_4,0
1483,full_org\original_16_5.png,16_5,0
1484,full_org\original_16_6.png,16_6,0
1485,full_org\original_16_7.png,16_7,0
1486,full_org\original_16_8.png,16_8,0
1487,full_org\original_16_9.png,16_9,0
1488,full_org\original_17_1.png,17_1,0
1489,full_org\original_17_10.png,17_10,0
1490,full_org\original_17_11.png,17_11,0
1491,full_org\original_17_12.png,17_12,0
1492,full_org\original_17_13.png,17_13,0
1493,full_org\original_17_14.png,17_14,0
1494,full_org\original_17_15.png,17_15,0
1495,full_org\original_17_16.png,17_16,0
1496,full_org\original_17_17.png,17_17,0
1497,full_org\original_17_18.png,17_18,0
1498,full_org\original_17_19.png,17_19,0
1499,full_org\original_17_2.png,17_2,0
1500,full_org\original_17_20.png,17_20,0
1501,full_org\original_17_21.png,17_21,0
1502,full_org\original_17_22.png,17_22,0
1503,full_org\original_17_23.png,17_23,0
1504,full_org\original_17_24.png,17_24,0
1505,full_org\original_17_3.png,17_3,0
1506,full_org\original_17_4.png,17_4,0
1507,full_org\original_17_5.png,17_5,0
1508,full_org\original_17_6.png,17_6,0
1509,full_org\original_17_7.png,17_7,0
1510,full_org\original_17_8.png,17_8,0
1511,full_org\original_17_9.png,17_9,0
1512,full_org\original_18_1.png,18_1,0
1513,full_org\original_18_10.png,18_10,0
1514,full_org\original_18_11.png,18_11,0
1515,full_org\original_18_12.png,18_12,0
1516,full_org\original_18_13.png,18_13,0
1517,full_org\original_18_14.png,18_14,0
1518,full_org\original_18_15.png,18_15,0
1519,full_org\original_18_16.png,18_16,0
1520,full_org\original_18_17.png,18_17,0
1521,full_org\original_18_18.png,18_18,0
1522,full_org\original_18_19.png,18_19,0
1523,full_org\original_18_2.png,18_2,0
1524,full_org\original_18_20.png,18_20,0
1525,full_org\original_18_21.png,18_21,0
1526,full_org\original_18_22.png,18_22,0
1527,full_org\original_18_23.png,18_23,0
1528,full_org\original_18_24.png,18_24,0
1529,full_org\original_18_3.png,18_3,0
1530,full_org\original_18_4.png,18_4,0
1531,full_org\original_18_5.png,18_5,0
1532,full_org\original_18_6.png,18_6,0
1533,full_org\original_18_7.png,18_7,0
1534,full_org\original_18_8.png,18_8,0
1535,full_org\original_18_9.png,18_9,0
1536,full_org\original_19_1.png,19_1,0
1537,full_org\original_19_10.png,19_10,0
1538,full_org\original_19_11.png,19_11,0
1539,full_org\original_19_12.png,19_12,0
1540,full_org\original_19_13.png,19_13,0
1541,full_org\original_19_14.png,19_14,0
1542,full_org\original_19_15.png,19_15,0
1543,full_org\original_19_16.png,19_16,0
1544,full_org\original_19_17.png,19_17,0
1545,full_org\original_19_18.png,19_18,0
1546,full_org\original_19_19.png,19_19,0
1547,full_org\original_19_2.png,19_2,0
1548,full_org\original_19_20.png,19_20,0
1549,full_org\original_19_21.png,19_21,0
1550,full_org\original_19_22.png,19_22,0
1551,full_org\original_19_23.png,19_23,0
1552,full_org\original_19_24.png,19_24,0
1553,full_org\original_19_3.png,19_3,0
1554,full_org\original_19_4.png,19_4,0
1555,full_org\original_19_5.png,19_5,0
1556,full_org\original_19_6.png,19_6,0
1557,full_org\original_19_7.png,19_7,0
1558,full_org\original_19_8.png,19_8,0
1559,full_org\original_19_9.png,19_9,0
1560,full_org\original_1_1.png,1_1,0
1561,full_org\original_1_10.png,1_10,0
1562,full_org\original_1_11.png,1_11,0
1563,full_org\original_1_12.png,1_12,0
1564,full_org\original_1_13.png,1_13,0
1565,full_org\original_1_14.png,1_14,0
1566,full_org\original_1_15.png,1_15,0
1567,full_org\original_1_16.png,1_16,0
1568,full_org\original_1_17.png,1_17,0
1569,full_org\original_1_18.png,1_18,0
1570,full_org\original_1_19.png,1_19,0
1571,full_org\original_1_2.png,1_2,0
1572,full_org\original_1_20.png,1_20,0
1573,full_org\original_1_21.png,1_21,0
1574,full_org\original_1_22.png,1_22,0
1575,full_org\original_1_23.png,1_23,0
1576,full_org\original_1_24.png,1_24,0
1577,full_org\original_1_3.png,1_3,0
1578,full_org\original_1_4.png,1_4,0
1579,full_org\original_1_5.png,1_5,0
1580,full_org\original_1_6.png,1_6,0
1581,full_org\original_1_7.png,1_7,0
1582,full_org\original_1_8.png,1_8,0
1583,full_org\original_1_9.png,1_9,0
1584,full_org\original_20_1.png,20_1,0
1585,full_org\original_20_10.png,20_10,0
1586,full_org\original_20_11.png,20_11,0
1587,full_org\original_20_12.png,20_12,0
1588,full_org\original_20_13.png,20_13,0
1589,full_org\original_20_14.png,20_14,0
1590,full_org\original_20_15.png,20_15,0
1591,full_org\original_20_16.png,20_16,0
1592,full_org\original_20_17.png,20_17,0
1593,full_org\original_20_18.png,20_18,0
1594,full_org\original_20_19.png,20_19,0
1595,full_org\original_20_2.png,20_2,0
1596,full_org\original_20_20.png,20_20,0
1597,full_org\original_20_21.png,20_21,0
1598,full_org\original_20_22.png,20_22,0
1599,full_org\original_20_23.png,20_23,0
1600,full_org\original_20_24.png,20_24,0
1601,full_org\original_20_3.png,20_3,0
1602,full_org\original_20_4.png,20_4,0
1603,full_org\original_20_5.png,20_5,0
1604,full_org\original_20_6.png,20_6,0
1605,full_org\original_20_7.png,20_7,0
1606,full_org\original_20_8.png,20_8,0
1607,full_org\original_20_9.png,20_9,0
1608,full_org\original_21_1.png,21_1,0
1609,full_org\original_21_10.png,21_10,0
1610,full_org\original_21_11.png,21_11,0
1611,full_org\original_21_12.png,21_12,0
1612,full_org\original_21_13.png,21_13,0
1613,full_org\original_21_14.png,21_14,0
1614,full_org\original_21_15.png,21_15,0
1615,full_org\original_21_16.png,21_16,0
1616,full_org\original_21_17.png,21_17,0
1617,full_org\original_21_18.png,21_18,0
1618,full_org\original_21_19.png,21_19,0
1619,full_org\original_21_2.png,21_2,0
1620,full_org\original_21_20.png,21_20,0
1621,full_org\original_21_21.png,21_21,0
1622,full_org\original_21_22.png,21_22,0
1623,full_org\original_21_23.png,21_23,0
1624,full_org\original_21_24.png,21_24,0
1625,full_org\original_21_3.png,21_3,0
1626,full_org\original_21_4.png,21_4,0
1627,full_org\original_21_5.png,21_5,0
1628,full_org\original_21_6.png,21_6,0
1629,full_org\original_21_7.png,21_7,0
1630,full_org\original_21_8.png,21_8,0
1631,full_org\original_21_9.png,21_9,0
1632,full_org\original_22_1.png,22_1,0
1633,full_org\original_22_10.png,22_10,0
1634,full_org\original_22_11.png,22_11,0
1635,full_org\original_22_12.png,22_12,0
1636,full_org\original_22_13.png,22_13,0
1637,full_org\original_22_14.png,22_14,0
1638,full_org\original_22_15.png,22_15,0
1639,full_org\original_22_16.png,22_16,0
1640,full_org\original_22_17.png,22_17,0
1641,full_org\original_22_18.png,22_18,0
1642,full_org\original_22_19.png,22_19,0
1643,full_org\original_22_2.png,22_2,0
1644,full_org\original_22_20.png,22_20,0
1645,full_org\original_22_21.png,22_21,0
1646,full_org\original_22_22.png,22_22,0
1647,full_org\original_22_23.png,22_23,0
1648,full_org\original_22_24.png,22_24,0
1649,full_org\original_22_3.png,22_3,0
1650,full_org\original_22_4.png,22_4,0
1651,full_org\original_22_5.png,22_5,0
1652,full_org\original_22_6.png,22_6,0
1653,full_org\original_22_7.png,22_7,0
1654,full_org\original_22_8.png,22_8,0
1655,full_org\original_22_9.png,22_9,0
1656,full_org\original_23_1.png,23_1,0
1657,full_org\original_23_10.png,23_10,0
1658,full_org\original_23_11.png,23_11,0
1659,full_org\original_23_12.png,23_12,0
1660,full_org\original_23_13.png,23_13,0
1661,full_org\original_23_14.png,23_14,0
1662,full_org\original_23_15.png,23_15,0
1663,full_org\original_23_16.png,23_16,0
1664,full_org\original_23_17.png,23_17,0
1665,full_org\original_23_18.png,23_18,0
1666,full_org\original_23_19.png,23_19,0
1667,full_org\original_23_2.png,23_2,0
1668,full_org\original_23_20.png,23_20,0
1669,full_org\original_23_21.png,23_21,0
1670,full_org\original_23_22.png,23_22,0
1671,full_org\original_23_23.png,23_23,0
1672,full_org\original_23_24.png,23_24,0
1673,full_org\original_23_3.png,23_3,0
1674,full_org\original_23_4.png,23_4,0
1675,full_org\original_23_5.png,23_5,0
1676,full_org\original_23_6.png,23_6,0
1677,full_org\original_23_7.png,23_7,0
1678,full_org\original_23_8.png,23_8,0
1679,full_org\original_23_9.png,23_9,0
1680,full_org\original_24_1.png,24_1,0
1681,full_org\original_24_10.png,24_10,0
1682,full_org\original_24_11.png,24_11,0
1683,full_org\original_24_12.png,24_12,0
1684,full_org\original_24_13.png,24_13,0
1685,full_org\original_24_14.png,24_14,0
1686,full_org\original_24_15.png,24_15,0
1687,full_org\original_24_16.png,24_16,0
1688,full_org\original_24_17.png,24_17,0
1689,full_org\original_24_18.png,24_18,0
1690,full_org\original_24_19.png,24_19,0
1691,full_org\original_24_2.png,24_2,0
1692,full_org\original_24_20.png,24_20,0
1693,full_org\original_24_21.png,24_21,0
1694,full_org\original_24_22.png,24_22,0
1695,full_org\original_24_23.png,24_23,0
1696,full_org\original_24_24.png,24_24,0
1697,full_org\original_24_3.png,24_3,0
1698,full_org\original_24_4.png,24_4,0
1699,full_org\original_24_5.png,24_5,0
1700,full_org\original_24_6.png,24_6,0
1701,full_org\original_24_7.png,24_7,0
1702,full_org\original_24_8.png,24_8,0
1703,full_org\original_24_9.png,24_9,0
1704,full_org\original_25_1.png,25_1,0
1705,full_org\original_25_10.png,25_10,0
1706,full_org\original_25_11.png,25_11,0
1707,full_org\original_25_12.png,25_12,0
1708,full_org\original_25_13.png,25_13,0
1709,full_org\original_25_14.png,25_14,0
1710,full_org\original_25_15.png,25_15,0
1711,full_org\original_25_16.png,25_16,0
1712,full_org\original_25_17.png,25_17,0
1713,full_org\original_25_18.png,25_18,0
1714,full_org\original_25_19.png,25_19,0
1715,full_org\original_25_2.png,25_2,0
1716,full_org\original_25_20.png,25_20,0
1717,full_org\original_25_21.png,25_21,0
1718,full_org\original_25_22.png,25_22,0
1719,full_org\original_25_23.png,25_23,0
1720,full_org\original_25_24.png,25_24,0
1721,full_org\original_25_3.png,25_3,0
1722,full_org\original_25_4.png,25_4,0
1723,full_org\original_25_5.png,25_5,0
1724,full_org\original_25_6.png,25_6,0
1725,full_org\original_25_7.png,25_7,0
1726,full_org\original_25_8.png,25_8,0
1727,full_org\original_25_9.png,25_9,0
1728,full_org\original_26_1.png,26_1,0
1729,full_org\original_26_10.png,26_10,0
1730,full_org\original_26_11.png,26_11,0
1731,full_org\original_26_12.png,26_12,0
1732,full_org\original_26_13.png,26_13,0
1733,full_org\original_26_14.png,26_14,0
1734,full_org\original_26_15.png,26_15,0
1735,full_org\original_26_16.png,26_16,0
1736,full_org\original_26_17.png,26_17,0
1737,full_org\original_26_18.png,26_18,0
1738,full_org\original_26_19.png,26_19,0
1739,full_org\original_26_2.png,26_2,0
1740,full_org\original_26_20.png,26_20,0
1741,full_org\original_26_21.png,26_21,0
1742,full_org\original_26_22.png,26_22,0
1743,full_org\original_26_23.png,26_23,0
1744,full_org\original_26_24.png,26_24,0
1745,full_org\original_26_3.png,26_3,0
1746,full_org\original_26_4.png,26_4,0
1747,full_org\original_26_5.png,26_5,0
1748,full_org\original_26_6.png,26_6,0
1749,full_org\original_26_7.png,26_7,0
1750,full_org\original_26_8.png,26_8,0
1751,full_org\original_26_9.png,26_9,0
1752,full_org\original_27_1.png,27_1,0
1753,full_org\original_27_10.png,27_10,0
1754,full_org\original_27_11.png,27_11,0
1755,full_org\original_27_12.png,27_12,0
1756,full_org\original_27_13.png,27_13,0
1757,full_org\original_27_14.png,27_14,0
1758,full_org\original_27_15.png,27_15,0
1759,full_org\original_27_16.png,27_16,0
1760,full_org\original_27_17.png,27_17,0
1761,full_org\original_27_18.png,27_18,0
1762,full_org\original_27_19.png,27_19,0
1763,full_org\original_27_2.png,27_2,0
1764,full_org\original_27_20.png,27_20,0
1765,full_org\original_27_21.png,27_21,0
1766,full_org\original_27_22.png,27_22,0
1767,full_org\original_27_23.png,27_23,0
1768,full_org\original_27_24.png,27_24,0
1769,full_org\original_27_3.png,27_3,0
1770,full_org\original_27_4.png,27_4,0
1771,full_org\original_27_5.png,27_5,0
1772,full_org\original_27_6.png,27_6,0
1773,full_org\original_27_7.png,27_7,0
1774,full_org\original_27_8.png,27_8,0
1775,full_org\original_27_9.png,27_9,0
1776,full_org\original_28_1.png,28_1,0
1777,full_org\original_28_10.png,28_10,0
1778,full_org\original_28_11.png,28_11,0
1779,full_org\original_28_12.png,28_12,0
1780,full_org\original_28_13.png,28_13,0
1781,full_org\original_28_14.png,28_14,0
1782,full_org\original_28_15.png,28_15,0
1783,full_org\original_28_16.png,28_16,0
1784,full_org\original_28_17.png,28_17,0
1785,full_org\original_28_18.png,28_18,0
1786,full_org\original_28_19.png,28_19,0
1787,full_org\original_28_2.png,28_2,0
1788,full_org\original_28_20.png,28_20,0
1789,full_org\original_28_21.png,28_21,0
1790,full_org\original_28_22.png,28_22,0
1791,full_org\original_28_23.png,28_23,0
1792,full_org\original_28_24.png,28_24,0
